Player,Player ID,Age,Speciality,Exp,TSI,Salary,Form,Condition,Character,Aggressiveness,Honesty,Leadership,GK,DEF,PM,WG,PASS,SCO,SP,Last_Skills_Update
"Kamil Koper,483126233,18.022,H,nędzny,9470,4880,6,6,kontrowersyjny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Ignacy Drwecki,482798159,18.028,Q,nędzny,4290,2760,7,6,złośliwy,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Jonatan Karbowski,483121768,18.034,Q,nędzny,2830,2680,5,6,przyjemny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Waldemar Marciniszyn,483121929,18.025,,nędzny,4380,5080,6,6,przyjemny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Jacek Labuhn,483135743,18.093,H,nędzny,280,1000,5,7,przyjemny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Fryderyk Osmialowski,483126275,18.068,H,nędzny,560,1440,2,5,kontrowersyjny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Dobrociech Niewiada,483135484,18.022,T,kiepski,7850,2840,6,6,przyjemny,z charakterem,nieuczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Miroslaw Kleczkowski,482839658,18.103,T,nędzny,870,1160,5,5,kontrowersyjny,z charakterem,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Hermanowski,483121829,18.1,,nędzny,3090,1960,7,5,przyjemny,z charakterem,podły,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Waldemar Wysoglad,483036532,18.1,,nędzny,3840,1160,6,7,sympatyczny,opanowany,szlachetny,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marcin Sztuba,482825856,18.037,,nędzny,4580,6040,4,6,złośliwy,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Rafal Potakowski,483129804,18.023,,nędzny,2520,1720,8,7,przyjemny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Palewski,483040634,18.023,Q,nędzny,3440,1880,6,7,przyjemny,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Pekoslaw Dydo-Rozniecki,482838021,19.016,,nędzny,270,1080,6,6,popularny,z charakterem,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Damian Kaluzynski,483028420,18.096,Q,nędzny,5600,1800,7,7,przyjemny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Dawid Swis,483116813,18.024,P,nędzny,370,1160,5,4,sympatyczny,porywczy,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Walery Kamienik,482826311,18.027,,nędzny,1400,1160,7,7,kontrowersyjny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Piotr Mlynczak,483130386,19.021,H,nędzny,560,1160,5,5,przyjemny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Artur Lachman,483135775,18.021,U,nędzny,4900,3480,6,7,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Kapka,483117754,18.051,,nędzny,5220,3240,7,6,przyjemny,zrównoważony,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Tobiasz Raczkowiak,483081010,18.023,T,fatalny,1290,2040,3,5,przyjemny,porywczy,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Edward Chmielewicz,483134824,18.056,,nędzny,1800,1400,8,7,sympatyczny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Karol Grzebski,483132592,18.021,Q,nędzny,5230,4960,8,5,przyjemny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Tomislaw Maczynski,482795043,18.051,P,nędzny,970,1880,7,5,sympatyczny,zrównoważony,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Albert Gawronski,482796128,18.092,,nędzny,4760,5160,6,7,kontrowersyjny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Miroslaw Balawender,483134221,18.072,H,nędzny,1080,1360,4,6,przyjemny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Witold Szwichtenberg,482914318,18.025,,nędzny,5640,3320,5,7,przyjemny,z charakterem,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Bartlomiej Pytlewski,483119536,18.074,P,nędzny,400,1520,3,4,popularny,spokojny,szlachetny,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Teodor Kustra,483009883,18.106,,nędzny,930,1560,6,5,sympatyczny,opanowany,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Sztrajch,483126917,18.027,,nędzny,2270,2040,6,5,sympatyczny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Stramowski,483128680,18.036,,nędzny,3340,3960,4,7,popularny,zrównoważony,prawy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Rafal Grzmot,482864336,18.092,T,nędzny,330,1280,6,5,kontrowersyjny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Dawid Bralski,483130110,18.092,H,nędzny,380,1960,7,5,przyjemny,porywczy,szlachetny,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jozef Pytlak,482798165,19.026,,nędzny,1160,2840,6,5,sympatyczny,zrównoważony,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Igor Kolanski,483131298,18.022,H,nędzny,6380,4360,6,6,kontrowersyjny,z charakterem,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Zbigniew Rozalski,482829816,19.0,H,nędzny,1180,1600,6,5,kontrowersyjny,z charakterem,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Branko Rheydt,482837979,18.036,,nędzny,1310,1240,7,6,przyjemny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Marcin Supryn,483126453,19.008,,nędzny,880,1240,6,6,sympatyczny,spokojny,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Adam Osobka,483132045,19.007,,nędzny,1120,1560,5,5,przyjemny,opanowany,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Herman Miezal,483135585,18.101,,fatalny,880,1160,4,6,złośliwy,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Antoni Nowacki,482830293,18.086,H,nędzny,2150,3280,4,5,przyjemny,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Kasek,483136252,18.083,,nędzny,11270,2040,7,7,sympatyczny,opanowany,szlachetny,zadowalający,1,5,6,11,3,5,3,08.08.2024"
"Franciszek Gronski,483129730,18.024,P,nędzny,1430,1600,6,5,kontrowersyjny,opanowany,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Pawel Mikoda,483130011,18.081,H,nędzny,3880,6200,4,5,przyjemny,spokojny,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Wlodzimierz Sirocki,482798859,18.078,,nędzny,870,1560,3,4,kontrowersyjny,z charakterem,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Filip Pajecki,483117547,18.084,Q,nędzny,6110,2920,5,6,sympatyczny,spokojny,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Boleslaw Sobera,482909363,18.082,Q,nędzny,5930,2480,7,9,sympatyczny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Bogdan Moszko,482826141,18.029,,nędzny,1380,1480,7,7,popularny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Adam Wazynski,482795675,18.039,,nędzny,710,1400,3,7,przyjemny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Marcin Panka,483117977,18.042,T,nędzny,12530,15240,3,5,złośliwy,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jerzy Bogdanski,482838171,18.026,Q,fatalny,1270,1280,6,7,kontrowersyjny,z charakterem,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Janusz Kapalka,483012609,18.024,P,nędzny,1770,1800,4,6,sympatyczny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Anatol Falasa,483012706,18.045,,nędzny,5420,2840,4,6,przyjemny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Antoni Melnarowicz,482986177,18.036,S,nędzny,310,1160,3,4,sympatyczny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Marek Miszczak,482802552,18.087,,nędzny,2230,1240,6,7,przyjemny,porywczy,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Artur Zarnowski,483036352,18.024,Q,nędzny,1660,1600,7,6,złośliwy,z charakterem,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Marian Dlutek,482830190,18.094,,nędzny,5570,4680,7,6,sympatyczny,zrównoważony,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Karol Fabisiak,483119681,18.052,,nędzny,8760,3160,5,6,przyjemny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jerzy Lubojanski,482825703,18.056,,nędzny,1290,1400,4,6,kontrowersyjny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Franciszek Bereza,483081022,18.095,,kiepski,900,1240,5,7,sympatyczny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Pafnucy Krysciak,483126459,18.022,Q,nędzny,2800,3360,5,6,przyjemny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Komendera,483125382,18.102,S,fatalny,1150,1520,5,7,sympatyczny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Walenty Izdebski,483117083,19.005,,nędzny,1380,1640,5,6,przyjemny,porywczy,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Witold Kizewski,483081014,18.05,T,nędzny,2320,1880,6,7,przyjemny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Zbigniew Churas,483117955,18.031,P,fatalny,1630,1360,7,6,przyjemny,opanowany,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Marcin Miera,483130505,18.095,,nędzny,1700,1400,5,5,przyjemny,porywczy,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Radoslaw Bulaj,483036576,19.005,,nędzny,1640,2520,6,5,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Jedrzej Gwizdak,483127462,18.105,,nędzny,9310,2600,6,6,kontrowersyjny,spokojny,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Gemba,483118896,18.057,P,nędzny,3550,1800,7,5,przyjemny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Juliusz Moszyk,483120841,18.046,,nędzny,590,1160,5,5,przyjemny,porywczy,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Marek Nagaj,482800650,18.092,Q,nędzny,4000,1720,7,6,kontrowersyjny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Teofil Lagodzki,482825861,19.008,U,nędzny,26530,29880,7,7,przyjemny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Zbigniew Swiety,483127975,18.058,T,nędzny,1030,1160,7,5,złośliwy,opanowany,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Dawid Tondera,483127637,19.014,P,nędzny,2330,1800,5,6,przyjemny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jacek Byrdy,483127537,18.111,,nędzny,3890,1400,8,8,kontrowersyjny,opanowany,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Feodosii Matiushenko,482829874,18.049,T,nędzny,5730,6440,5,7,złośliwy,opanowany,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Mariusz Roznowicz,483129981,18.037,,nędzny,140,1000,6,5,sympatyczny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Kajetan Pierzchala,482795526,18.075,,nędzny,1540,1480,8,7,przyjemny,opanowany,nieuczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Stefan Wiktorek,483125888,18.024,,nędzny,2400,1640,6,7,kontrowersyjny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Dziduch,482826537,18.109,U,nędzny,4890,1440,8,7,przyjemny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Wosicz,482830077,18.094,U,nędzny,490,1080,7,7,kontrowersyjny,porywczy,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Edward Kasprzak,483118927,18.098,T,nędzny,110,1080,1,4,popularny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Karol Kemnitz,483126761,18.035,T,nędzny,1880,2160,6,6,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Rafal Cielemecki,482838539,18.025,,nędzny,1860,1720,6,5,kontrowersyjny,spokojny,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Julian Sobolewski,483121304,18.023,,nędzny,3560,2280,8,6,przyjemny,porywczy,szlachetny,słaby,-,-,-,-,-,-,-,08.08.2024"
"Alojzy Kucinski,482913807,18.045,,nędzny,4710,1800,7,7,sympatyczny,zrównoważony,podły,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Franciszek Jasicki,483120572,18.092,P,nędzny,2010,1360,8,7,sympatyczny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Konwent,482829872,18.104,H,nędzny,2570,1280,7,6,przyjemny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Roland Czerwicki,483129887,18.097,P,fatalny,140,1080,4,4,złośliwy,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Mikolaj Kwilinski,482810762,18.051,U,nędzny,1100,1360,5,6,kontrowersyjny,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Boguslaw Kaniuka,483125640,18.043,P,kiepski,4410,2240,5,7,sympatyczny,z charakterem,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Robert Kacprzak,483165311,22.023,,nędzny,170,1000,5,8,przyjemny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Maksymilian Malmon,483216069,20.0,,nędzny,920,1320,4,5,przyjemny,zrównoważony,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Albert Cyra,483182950,20.006,Q,nędzny,490,1080,6,7,przyjemny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Teodozjusz Podeszwa,483201173,19.05,S,nędzny,6220,4000,7,7,kontrowersyjny,spokojny,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Czeslaw Gryczka,483178870,20.02,T,nędzny,1320,1440,5,7,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Emilian Gdak,483179991,20.014,Q,nędzny,2910,3040,6,5,popularny,porywczy,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Wojciech Mazanka,483210158,20.021,Q,nędzny,1170,1600,4,7,przyjemny,zrównoważony,uczciwy,solidny,1,3,7,4,4,5,1,08.08.2024"
"Ryszard Piekarski,483228245,20.025,,fatalny,30,2280,4,4,złośliwy,opanowany,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Amadeusz Koscianski,483150049,20.047,,fatalny,3970,5560,6,6,złośliwy,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Stefan Kopec,483178548,20.026,,fatalny,270,1000,4,5,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Jerzy Mietlicki,483183937,21.001,,nędzny,130,1000,5,5,przyjemny,porywczy,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Kamil Rutecki,483202588,19.103,T,nędzny,510,1280,3,4,przyjemny,spokojny,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Cecylian Igras,483228477,20.018,,nędzny,540,1160,4,5,sympatyczny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Czyzowski,483163422,20.025,U,nędzny,2570,1880,6,5,sympatyczny,opanowany,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Bronislaw Slipek,483224246,20.013,T,nędzny,740,1360,5,5,przyjemny,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Joachim Fak,483198435,20.009,T,nędzny,2510,1720,6,7,złośliwy,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Leon Skuta,483220060,21.055,H,nędzny,680,1160,2,7,przyjemny,z charakterem,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Eugeniusz Remien,483189458,20.02,P,nędzny,1190,1800,4,5,kontrowersyjny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Chocieslaw Szybki,483182324,20.001,,fatalny,1400,1640,7,6,przyjemny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Filip Szuminski,483205407,21.064,,nędzny,280,1160,1,7,sympatyczny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Dariusz Sawicki,483180710,19.106,U,fatalny,460,1360,3,3,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Sergiusz Utrata,483197556,21.084,,fatalny,150,1080,2,6,popularny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Edward Kolodziejczak,483173623,20.02,,nędzny,2440,1400,8,7,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Lucjan Bereda,483180301,20.018,U,nędzny,220,1360,2,6,przyjemny,z charakterem,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Michal Brandys,483228516,21.057,,nędzny,240,1000,4,6,sympatyczny,z charakterem,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Kubiszyn,483176665,20.023,,fatalny,680,1320,3,6,popularny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Maurycy Hermanowski,483184067,20.01,,nędzny,3400,4840,5,7,przyjemny,zrównoważony,podły,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Kudlacik,483178657,20.02,,nędzny,1220,1800,3,6,kontrowersyjny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jakub Adamczewski,483220055,22.003,,nędzny,1360,1320,7,5,kontrowersyjny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Kacper Grajczyk,483184612,22.042,Q,nędzny,360,1080,4,4,sympatyczny,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Kuba Pielak,483169773,20.006,,nędzny,260,1080,3,5,przyjemny,spokojny,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Kutyba,483219296,20.037,Q,nędzny,200,1280,1,7,sympatyczny,spokojny,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Lucjan Harezlak,483203497,20.021,,nędzny,750,1080,6,8,przyjemny,opanowany,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marian Kieliszczyk,483172594,19.105,,nędzny,1160,1480,6,7,sympatyczny,opanowany,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Ciukaj,483219428,19.05,Q,nędzny,750,1280,4,8,sympatyczny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Dorosz,483220378,21.002,U,fatalny,80,1000,3,4,kontrowersyjny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Lyszczarz,483215518,21.057,,nędzny,930,1480,6,7,popularny,zrównoważony,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Gabriel Kata,483228280,20.021,,fatalny,1460,2120,3,5,przyjemny,zrównoważony,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Zenon Wolkowycki,483214739,21.067,H,fatalny,180,1080,3,7,przyjemny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Jurczuk,483151809,20.09,U,fatalny,380,1160,4,7,przyjemny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Lucjan Sarnecki,483203407,20.007,,nędzny,730,1320,5,5,złośliwy,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Mariusz Kulczykowski,483203492,20.068,T,nędzny,620,1280,5,7,kontrowersyjny,zrównoważony,szlachetny,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marcin Rumowski,483175059,20.02,,nędzny,140,1240,2,4,złośliwy,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Mariusz Slota,483179841,20.062,U,fatalny,590,1280,2,7,sympatyczny,opanowany,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Brzezina,483188446,22.033,,nędzny,1060,2920,5,6,sympatyczny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Dominik Alot,483177745,20.015,,nędzny,3290,2040,5,8,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Szymon Swistak,483177466,20.012,,nędzny,2270,4680,4,6,przyjemny,opanowany,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Jonatan Kluciec,483174596,19.108,Q,nędzny,1510,1520,4,6,kontrowersyjny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Tadeusz Osial,483224169,20.01,,nędzny,850,1400,4,6,złośliwy,z charakterem,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Hugon Pajestka,483200429,20.019,,nędzny,2620,1640,6,7,przyjemny,porywczy,podły,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Berdychowski,483182293,19.032,T,nędzny,210,1080,3,4,sympatyczny,z charakterem,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Kosma Grzybek,483181484,20.03,P,nędzny,480,1280,3,5,sympatyczny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Nils Recktenwald,483198695,18.105,Q,nędzny,800,1440,4,6,sympatyczny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Dawid Dobiech,483152095,20.003,Q,nędzny,20,1000,3,6,kontrowersyjny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Henryk Jarmakowski,483215558,20.01,,nędzny,450,1160,5,5,przyjemny,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Sobieslaw Walica,483139405,20.021,P,nędzny,1380,1440,6,8,sympatyczny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Hilary Czaja,483224606,19.103,,nędzny,90,1080,4,4,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Kuba Suchocki,483164334,20.071,H,fatalny,740,1160,5,6,przyjemny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Wojciech Obojski,483209972,20.018,,nędzny,920,1480,5,5,przyjemny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Bernard Staroszczyk,483139072,20.027,T,fatalny,120,1080,4,5,złośliwy,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Wiese,483200532,20.016,,nędzny,1720,1640,3,8,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Maciej Wichman,483228513,20.018,,fatalny,720,1320,2,6,sympatyczny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Damian Nalborczyk,483209075,20.013,,nędzny,1190,1240,6,7,przyjemny,zrównoważony,szlachetny,słaby,-,-,-,-,-,-,-,08.08.2024"
"Blazej Dziergowski,483179056,20.017,U,nędzny,3990,5760,7,6,sympatyczny,porywczy,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Gustaw Wichrowski,483212453,19.014,,nędzny,2250,2360,5,7,złośliwy,zrównoważony,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Kajetan Niedbal,483221313,20.006,,fatalny,1790,3480,7,5,przyjemny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Mateusz Bracik,483146828,20.039,,nędzny,1520,3480,5,6,popularny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Marian Karolak,483181746,20.02,,nędzny,4520,3160,7,6,przyjemny,opanowany,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Swobodzinski,483205341,19.081,H,kiepski,2720,2040,6,7,popularny,spokojny,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Ziora,483205304,20.021,U,fatalny,340,1360,2,5,sympatyczny,zrównoważony,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Michal Zima,483174909,20.053,T,nędzny,1920,1440,6,9,sympatyczny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Radoslaw Glodawiec,483199126,20.03,Q,nędzny,530,1160,7,4,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Boguchwal Leda,483182005,20.025,P,nędzny,2120,1520,5,6,złośliwy,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Brunon Sciborski,483181836,20.008,T,nędzny,580,1440,4,5,przyjemny,porywczy,uczciwy,przeciętny,1,3,7,3,3,5,2,08.08.2024"
"Rafal Dedek,483222968,20.0,,nędzny,1180,2120,3,5,popularny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Henryk Falba,483160570,20.097,H,nędzny,190,1000,3,5,kontrowersyjny,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Ireneusz Grudzien,483186378,20.015,,nędzny,750,1240,7,6,sympatyczny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Antoni Ponurecki,483207932,20.06,T,nędzny,1210,1360,6,6,kontrowersyjny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Filip Zychowski,483219059,20.019,P,fatalny,280,1160,2,5,sympatyczny,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
