"id,days in academy,speciality_academy,speciality,revealed day,speciality after promotion"
"Marek Bialous,482015296,,,,"
"Tadeusz Golebiewski,481986058,P,P,,P"
"Ludwik Gorecki,482037582,,,,"
"Bronislaw Busz,482014051,,,,"
"Stefan Splawski,482039433,,,,"
"Ireneusz Stangreciak,482034790,P,P,,P"
"Donald Dembkowski,482031377,,,,"
"Krzysztof Stachewicz,482033936,P,P,,P"
"Henryk Kozikowski,482020527,,,,"
"Wlodzimierz Nagadowski,481994476,U227,U,227,U"
"Przemyslaw Makuszewski,482041718,,,,"
"Edmund Kretek,481984314,,,,"
"Stanislaw Stepinski,482051508,,,,"
"Ariel Wower,481987071,,,,"
"Piotr Pankanin,482040012,,,,"
"Boguslaw Radziejowski,482051768,,,,"
"Fabian Czarnik,481973576,,,,"
"Bartlomiej Bielaszewski,482036757,,,,"
"Benedykt Pawelec,482050622,U77,U,77,U"
"Tomasz Kubicz,482034866,,,,"
"Emanuel Fronc,482033403,H,H,,H"
"Andrzej Procki,482051335,Q,Q,,Q"
"Stanislaw Szypura,482036781,,,,"
"Roland Stempel,482030851,,,,"
"Andrzej Strycharek,482028494,U71,U,71,U"
"Przemyslaw Wiora,481989070,,,,"
"Stefan Chalupka,482038402,,,,"
"Patryk Nuszkiewicz,482038119,,,,"
"Pekoslaw Otto,482036469,,,,"
"Lech Prochera,482026256,P,P,,P"
"Marian Chociej,482034921,,,,"
"Witold Wentowski,482027695,,,,"
"Gustaw Zakoscielna,482044310,,,,"
"Slawomir Sliwak,482034499,P,P,,P"
"Zdzislaw Batko,482031736,,,,"
"Stanislaw Niedospial,482034964,,,,"
"Kuba Swierblewski,482034135,P,P,,P"
"Radociech Dworznik,481995861,T139,T,139,T"
"Walter Porczynski,482029099,Q164,Q,164,Q"
"Ireneusz Goslicki,482017804,,,,"
"Robert Dymalski,482036796,,,,"
"Wincenty Hejnowski,481995656,,,,"
"Boleslaw Fularski,482031687,Q78,Q,78,Q"
"Jakub Zasadzinski,482019342,,,,"
"Piotr Kosmicki,482050754,T,T,,T"
"Franciszek Bednorz,482028500,U156,U,156,U"
"Bartosz Lubas,481996888,Q182,Q,182,Q"
"Radomir Mikosz,482004789,,,,"
"Onufry Danilczuk,482034707,T78,T,78,T"
"Wladyslaw Golab,482038856,,,,"
"Artur Warecki,482030560,,,,"
"Grzegorz Goinski,482034058,T,T,,T"
"Julian Tymczak,482029154,,,,"
"Pawel Fedorczyk,482034112,P104,P,104,P"
"Ryszard Winkler,482023173,U101,U,101,U"
"Zenon Chodkowski,482032554,T,T,,T"
"Florian Mikulski,482036823,Q,Q,,Q"
"Mikolaj Sirocki,482032859,,,,"
"Jaroslaw Pierzchalski,482042864,,,,"
"Marek Sekscinski,482039136,,,,"
"Jerzy Bejnarowicz,482013416,,,,"
"Bogumil Krzyszkowski,482038242,,,,"
"Przeclaw Popiela,482034025,Q,Q,,Q"
"Jan Pietryka,482044337,,,,"
"Zygmunt Kusmierczyk,482039205,U154,U,154,U"
"Mariusz Kopaczynski,482034597,,,,"
"Artur Chojniak,482034973,U,U,,U"
"Tadeusz Czasak,482002087,T,T,,T"
"Miroslaw Krymsky,482002958,,,,"
"Lucjan Komada,482033942,,,,"
"Makary Ucher,481997459,P,P,,P"
"Stanislaw Kesy,482050521,,,,"
"Piotr Roszkowiak,482038803,U71,U,71,U"
"Donald Marczewski,481997735,U,U,,U"
"Florenty Rojowski,481989224,U,U,,U"
"Marek Zdzieblo,482033439,,,,"
"Doman Ziolkowski,482012464,U87,U,87,U"
"Slawomir Wandas,482038121,Q242,Q,242,Q"
"Walter Samson,482032615,,,,"
"Rafal Karys,482041842,U91,U,91,U"
"Maciej Budniewski,482050698,,,,"
"Jacek Bukala,482051767,,,,"
"Igor Szarszewski,482036688,,,,"
"Tomasz Wronka,482032694,,,,"
"Sedziwoj Ziembinski,482042923,T95,T,95,T"
"Ernest Kisielewicz,481973444,,,,"
"Piotr Pietak,482035037,,,,"
"Witold Cwikla,482032811,U,U,,U"
"Filip Liszkowski,482028134,,,,"
"Mariusz Wozniewski,482052041,,,,"
"Leon Lapiak,481989337,,,,"
"Jerzy Celary,482031680,T72,T,72,T"
"Erazm Sajna,482037604,H113,H,113,H"
"Leopold Motyl,482036902,,,,"
"Aleksander Rudzinski,481973580,U172,U,172,U"
"Florian Skoczylas,482034703,,,,"
"Antoni Czernik,482043769,,,,"
"Maciej Gradowski,482015609,,,,"
"Wilhelm Jaszewski,482012397,,,,"
"Ryszard Anklewicz,482017787,,,,"
"Drogomil Flis,482025125,,,,"
"Leonard Latowski,482029003,,,,"
"Stanislaw Jarmuzek,482037806,H,H,,H"
"Stanislaw Skrodzki,482033006,H,H,,H"
"Piotr Szymiak,482034189,T78,T,78,T"
"Marceli Damiecki,482034391,H,H,,H"
"Slawomir Piesik,482035535,P,P,,P"
"Leonid Bonislawski,482044239,U,U,,U"
"Dariusz Pydych,482035975,Q-1,Q,-1,Q"
"Ignacy Glownia,482032269,U50,U,50,U"
"Alan Betkowski,482043333,P158,P,158,P"
"Karol Dybinski,482034923,,,,"
"Witold Gasinski,481994536,,,,"
"Edward Kotela,482033085,,,,"
"Gustaw Poczobut,482002232,,,,"
"Slawomir Drogos,482037219,,,,"
"Gustaw Nowodworski,482020735,,,,"
"Jerzy Senator,482003177,,,,"
"Witold Smigiel,482037517,H107,H,107,H"
"Stanislaw Cudo,482018912,T57,T,57,T"
"Marek Dziegiel,482045390,,,,"
"Oliwer Peczak,482029843,U57,U,57,U"
"Ludwik Rzeszutko,482038135,,,,"
"Przemyslaw Mielko,482050187,H64,H,64,H"
"Oskar Zlocki,482028064,T154,T,154,T"
"Marcin Petrykowski,482038467,,,,"
"Eugeniusz Banacki,481993479,Q172,Q,172,Q"
"Tadeusz Kubiak,482050444,,,,"
"Pelagiusz Filus,482028675,S50,S,50,S"
"Sylwiusz Lozowski,482026556,,,,"
"Mateusz Andrzejewicz,481989437,Q57,Q,57,Q"
"Grzegorz Dors,482049507,Q113,Q,113,Q"
"Artur Mielecki,482012442,,,,"
"Marcin Kolski,481993669,,,,"
"Miroslaw Kolakowski,482037085,P50,P,50,P"
"Krzysztof Walkusz,482026255,,,,"
"Mikolaj Petruk,482050483,,,,"
"Stefan Pawliszyn,481999251,U62,U,62,U"
"Przemyslaw Sacewicz,482027288,T50,T,50,T"
"Borys Ignac,482032819,U50,U,50,U"
"Franciszek Wasik,482011916,,,,"
"Sergiusz Kucaj,482012375,H61,H,61,H"
"Sergiusz Gradzinski,482026394,,,,"
"Beniamin Leniec,482027203,Q100,Q,100,Q"
"Jozef Rychlak,482050736,Q56,Q,56,Q"
"Lech Kolosowski,482026346,H50,H,50,H"
"Bronislaw Kordys,481987778,,,,"
"Ryszard Pamula,482033139,H-1,H,-1,H"
"Jozef Banys,482051592,,,,"
"Gerwazy Jarek,482034864,Q50,Q,50,Q"
"Zbigniew Walkowiak,482041681,,,,"
"Marian Chaja,481994961,Q66,Q,66,Q"
"Boguslaw Repke,482021297,Q162,Q,162,Q"
"Jerzy Fiertek,482041647,P64,P,64,P"
"Robert Ormaniec,482051770,Q56,Q,56,Q"
"Jozef Szproch,481995480,U71,U,71,U"
"Nikodem Lont,482001951,,,,"
"Adrian Zolnierowicz,482036091,T57,T,57,T"
"Boleslaw Pazgrat,482035345,,,,"
"Anatol Surowy,481996115,U63,U,63,U"
"Dariusz Gontarz,482050512,,,,"
"Augustyn Sarniak,482042079,T-1,T,-1,T"
"Teofil Golanski,482033789,H57,H,57,H"
"Jerzy Gren,482033102,H127,H,127,H"
"Jerzy Ryszawa,481995251,Q50,Q,50,Q"
"Miroslaw Welter,482033851,,,,"
"Tadeusz Bilicki,481990186,,,,"
"Albert Jarguz,482031684,,,,"
"Bartosz Zabnicki,481994482,,,,"
"Artur Borowski,481998122,,,,"
"Szymon Palyski,482024848,T92,T,92,T"
"Amadeusz Kalkowski,482014336,,,,"
"Amadeusz Kubista,482028614,Q95,Q,95,Q"
"Marcin Fornal,482042001,P97,P,97,P"
"Kazimierz Ostrega,482000283,,,,"
"Waldemar Felusiak,482032489,P57,P,57,P"
"Roman Baski,482043740,Q64,Q,64,Q"
"Konrad Harabasz,482047920,Q50,Q,50,Q"
"Adam Krasnicki,482028915,,,,"
"Franciszek Glapiak,481977674,S64,S,64,S"
"Olgierd Wasiewicz,482049852,Q49,Q,49,Q"
"Artur Oleksy,482039589,,,,"
"Witold Gorzedowski,481995496,,,,"
"Albin Muniak,482002275,P64,P,64,P"
"Ryszard Marciniak,482032610,U62,U,62,U"
"Walenty Folga,482021791,,,,"
"Henryk Sroczynski,482041607,T59,T,59,T"
"Filip Lason,482042424,U63,U,63,U"
"Artur Kielczewski,482011475,,,,"
"Ireneusz Naworol,482036253,P64,P,64,P"
"Przemyslaw Birkholc,482050154,,,,"
"Piotr Suchanecki,482002836,,,,"
"Aleksander Budaj,482033948,U54,U,54,U"
"Wojciech Materkowski,482012692,,,,"
"Jerzy Pacha,482039625,,,,"
"Fryderyk Czapski,482035786,,,,"
"Emil Kawalek,482029354,,,,"
"Cezary Czauderna,482017837,,,,"
"Gerard Meczynski,482019127,Q60,Q,60,Q"
"Stanislaw Siok,482000606,T50,T,50,T"
"Hubert Krysa,481995109,,,,"
"Jaroslaw Mianowski,482028617,,,,"
"Emilian Styra,481973519,,,,"
"Blazej Stoch,482036426,,,,"
"Miron Kucala,482041328,P39,P,39,P"
"Andrzej Maczynski,482051376,U49,U,49,U"
"Igor Podgorski,481986353,,,,"
"Filip Zurawik,482049623,P-1,P,-1,P"
"Tomasz Lapka,482041331,T34,T,34,T"
"Damian Antosiewicz,482031545,H43,H,43,H"
"Boguslaw Maciukiewicz,482032001,H-1,H,-1,H"
"Patryk Kusiak,482012720,,,,"
"Patryk Szajter,481994994,,,,"
"Cezary Brylewski,482039692,,,,"
"Arkadiusz Papciak,482038337,,,,"
"Aleksander Tlokinski,482022088,,,,"
"Emil Bukianiec,482044555,,,,"
"Pawel Calow,482031063,P35,P,35,P"
"Lech Guzdek,482034736,,,,"
"Jozef Psikuta,481997865,P-1,P,-1,P"
"Jaroslaw Janeczek,482028464,P85,P,85,P"
"Orest Rawicki,481995769,,,,"
"Wieslaw Sciesinski,481999971,,,,"
"Artur Halek,482035523,,,,"
"Janusz Ciarcinski,482039233,H42,H,42,H"
"Witold Cembala,482001530,P46,P,46,P"
"Patryk Likos,481987550,H64,H,64,H"
"Piotr Ciamara,482032141,,,,"
"Grzegorz Kuzniak,482051295,H35,H,35,H"
"Sebastian Dziewior,481990658,Q36,Q,36,Q"
"Henryk Szajewski,482034401,,,,"
"Cyryl Kuzma,482007900,T36,T,36,T"
"Mariusz Brzyk,482031943,,,,"
"Maurycy Strycharczyk,482043865,,,,"
"Wladyslaw Kunc,482015538,,,,"
"Marcin Potent,482051143,,,,"
"Fabian Chomczyk,482045019,Q167,Q,167,Q"
"Lutogniew Poznanski,482042477,,,,"
"Henryk Matejak,481995872,H42,H,42,H"
"Bogdan Surowski,482026496,U34,U,34,U"
"Alfred Lubkowski,481992034,Q42,Q,42,Q"
"Grzegorz Aleksander,482041380,,,,"
"Wiktor Woszczyk,482032041,Q81,Q,81,Q"
"Miroslaw Roclawski,482007208,Q85,Q,85,Q"
"Romuald Ojrzanowski,482032441,P34,P,34,P"
"Samuel Pogorzelski,482036697,,,,"
"Jan Plaszewski,482039040,U40,U,40,U"
"Albert Rozpedowski,482028254,,,,"
"Jonatan Lebryk,482027117,,,,"
"Tadeusz Kopka,482031410,,,,"
"Damian Komornik,482027877,,,,"
"Bartosz Paleta,481991366,,,,"
"Lukasz Muszynski,482033426,,,,"
"Jakub Skorupinski,482037574,P36,P,36,P"
"Ireneusz Rybkiewicz,482034017,,,,"
"Maciej Skaryszewski,482017450,P34,P,34,P"
"Julian Potulski,482031441,H27,H,27,H"
"Jozef Nowakowski,482010248,T29,T,29,T"
"Marek Konowrocki,482036677,H36,H,36,H"
"Tomasz Fajencki,482045701,,,,"
"Jan Osika,482041879,P134,P,134,P"
"Tomek Bucki,481995650,,,,"
"Bartlomiej Jurczynski,482046243,U32,U,32,U"
"Daniel Bayer,482003587,,,,"
"Stefan Antolak,481993918,T43,T,43,T"
"Marian Jasiecki,482040025,,,,"
"Kuba Mroz,482013184,T127,T,127,T"
"Feliks Szarawarski,481988071,P33,P,33,P"
"Antoni Rozynski,482034446,Q29,Q,29,Q"
"Piotr Boryk,482031599,S50,S,50,S"
"Jakub Augustyn,482035610,Q142,Q,142,Q"
"Krzysztof Synowiecki,482042033,,,,"
"Michal Marzecki,482034620,R28,R,28,R"
"Marek Lechocki,482031901,,,,"
"Marek Polkosnik,481994674,,,,"
"Adam Cemka,482004592,,,,"
"Igor Majak,482032114,,,,"
"Leslaw Brzezinski,482037567,,,,"
"Stanislaw Wandzel,482036778,H30,H,30,H"
"Stanislaw Kologracki,481998992,,,,"
"Amadeusz Wolowiec,482051273,,,,"
"Maurycy Lipka,482025315,,,,"
"Mateusz Grzegorzewicz,481998090,Q28,Q,28,Q"
"Tomasz Kosciolowski,481985279,,,,"
"Franciszek Gradus,482049805,,,,"
"Bernard Paclawski,482032795,,,,"
"Bronislaw Zuranski,482032196,,,,"
"Rafal Rajdudziec,481990281,,,,"
"Mateusz Lezanski,481987072,Q94,Q,94,Q"
"Franciszek Porczynski,482039946,Q28,Q,28,Q"
"Robert Patulski,481995323,U28,U,28,U"
"Henryk Litwinski,482038296,P-1,P,-1,P"
"Lech Swieniewicz,482027739,U113,U,113,U"
"Boguslaw Wroniak,482001063,,,,"
"Seweryn Piekarniak,482028179,H91,H,91,H"
"Henryk Kazmierski,482048880,,,,"
"Albert Andrzejczuk,482046397,,,,"
"Boguslaw Matuszewski,481990275,,,,"
"Franciszek Hanowski,481999614,,,,"
"Kuba Chwalek,482031094,,,,"
"Maciej Przystasz,482042909,Q83,Q,83,Q"
"Antoni Gajo,482032577,Q141,Q,141,Q"
"Tomasz Dobiasz,482035761,,,,"
"Dawid Handy,482012460,T148,T,148,T"
"Witold Zarzeczny,482002728,U8,U,8,U"
"Ariel Kosakiewicz,481994319,,,,"
"Julian Futschik,481989034,U29,U,29,U"
"Ryszard Wiechec,481974700,,,,"
"Sylwiusz Szepelawy,482001962,,,,"
"Leslaw Nakoneczny,481994832,P30,P,30,P"
"Marcin Czerwionka,482003111,,,,"
"Franciszek Sak,482019054,U52,U,52,U"
"Jan Grzaczewicz,482036208,,,,"
"Jaroslaw Brodacki,481984331,,,,"
"Zdzislaw Jachimowski,482026503,,,,"
"Vasyl Snurnitsyn,482031369,,,,"
"Bartlomiej Siwak,482023176,U21,U,21,U"
"Krzysztof Szkopek,482037665,,,,"
"Emanuel Tkaczuk,481986919,H21,H,21,H"
"Vitalii Snytko,482041844,,,,"
"Przemyslaw Brylka,482030410,,,,"
"Bartlomiej Czernicki,482000631,,,,"
"Oskar Dosz,481991048,P15,P,15,P"
"Jakub Morawski,482052638,Q59,Q,59,Q"
"Jakub Topa,482017814,,,,"
"Grzegorz Padol,482031517,,,,"
"Bozydar Rozenek,482038289,U15,U,15,U"
"Piotr Tokarczyk,482023508,,,,"
"Kornel Paradowski,482032995,U94,U,94,U"
"Arkadiusz Jucha,482051436,,,,"
"Konrad Gniazdowski,482032775,,,,"
"Boguslaw Suchenia,481992113,U65,U,65,U"
"Nazarii Serhiienko,482036691,P-1,P,-1,P"
"Boguslaw Bakalarz,482027808,Q81,Q,81,Q"
"Ariel Kropski,482027763,Q15,Q,15,Q"
"Wlodzimierz Okroj,482050839,P115,P,115,P"
"Klaudiusz Giatrych,482008216,P8,P,8,P"
"Zbigniew Widz,482034010,,,,"
"Stanislaw Sliwowski,481995088,,,,"
"Radoslaw Kostepski,482031552,P50,P,50,P"
"Leon Burdak,481989385,H24,H,24,H"
"Mariusz Piernikowski,482038796,T7,T,7,T"
"Marek Zmij,482033200,H8,H,8,H"
"Jozef Bronski,482031693,,,,"
"Piotr Karon,482038748,,,,"
"Jedrzej Wirski,481991474,,,,"
"Stanislaw Murawski,482020062,U67,U,67,U"
"Tomasz Teske,482035070,U32,U,32,U"
"Teodor Jarzembinski,481991203,T22,T,22,T"
"Lucjusz Plucinski,481998705,,,,"
"Piotr Taufer,482051518,,,,"
"Johann-Christian Fugiel,482030775,T53,T,53,T"
"Franciszek Pieczonka,481994021,U8,U,8,U"
"Maciej Rolka,482018336,Q43,Q,43,Q"
"Marcin Federkiewicz,482031697,U29,U,29,U"
"Tomasz Sroka,482028168,,,,"
"Andrzej Potyrala,481997838,,,,"
"Robert Orman,482011959,Q20,Q,20,Q"
"Zbigniew Kleczar,482035117,U92,U,92,U"
"Zdzislaw Dlugokecki,482000929,H15,H,15,H"
"Pawel Hulewicz,482027922,,,,"
"Zenon Szaniawski,482051387,,,,"
"Hilary Bugla,482035234,T22,T,22,T"
"Donald Pakulski,482033798,P27,P,27,P"
"Wladyslaw Koziura,482031947,,,,"
"Andrzej Freier,481987672,Q23,Q,23,Q"
"Stanislaw Parzy,482052282,,,,"
"Mieczyslaw Pochopien,482051233,T65,T,65,T"
"Waldemar Trzpis,482042922,,,,"
"Zdzislaw Bodnar,481994133,P21,P,21,P"
"Mariusz Slabuszewski,482034324,Q67,Q,67,Q"
"Ferdynand Wlodarkiewicz,482028267,,,,"
"Wieslaw Kilan,481994888,T15,T,15,T"
"Dariusz Szelc,482039751,,,,"
"Gabriel Lechowski,482036359,Q-1,Q,-1,Q"
"Mieczyslaw Owczarz,482034081,H46,H,46,H"
"Konrad Rebelski,482033592,U21,U,21,U"
"Lucjusz Midura,482027762,P46,P,46,P"
"Adrian Burdzinski,482040613,H13,H,13,H"
"Tomasz Dziuda,482026217,,,,"
"Lucjusz Niegowski,482052123,,,,"
"Krzysztof Kobylkiewicz,482049353,,,,"
"Jedrzej Garbala,482031496,,,,"
"Wilhelm Majszczyk,482035954,T-1,T,-1,T"
"Kasjan Oslabedzki,482036356,T14,T,14,T"
"Eryk Wydra,481992316,H148,H,148,H"
"Wieclaw Pierzchala,482044336,P15,P,15,P"
"Ariel Starczynowski,481990689,,,,"
"Witold Gostomski,482050399,,,,"
"Zenon Korowaj,482033979,,,,"
"Jerzy Krzton,482035255,U14,U,14,U"
"Ryszard Szymak,482035425,H13,H,13,H"
"Arkadiusz Brucki,481994417,P30,P,30,P"
"Radomir Mendel,482021795,U21,U,21,U"
"Leonid Szubanski,482042865,U53,U,53,U"
"Tomasz Borczyk,482028242,Q50,Q,50,Q"
"Andrzej Opila,482045909,T8,T,8,T"
"Edmund Koperczak,482000136,S55,S,55,S"
"Slawomir Zboinski,481988181,P133,P,133,P"
"Krzysztof Wlazly,482031398,P80,P,80,P"
"Bartlomiej Rycerz,482052290,H15,H,15,H"
"Wlodzimierz Tomaszewski,482004776,Q22,Q,22,Q"
"Justyn Pyrka,482032767,,,,"
"Stefan Twardy,481994535,Q77,Q,77,Q"
"Tytus Trepka,482045397,,,,"
"Wincenty Owsiana,481974698,T46,T,46,T"
"Norbert Czermak,482016241,P22,P,22,P"
"Witold Szysz,482034632,,,,"
"Leszek Jedryszczak,482013829,Q22,Q,22,Q"
"Adrian Lipczynski,482028452,H8,H,8,H"
"Edmund Dabrowka,481996815,,,,"
"Marek Bartys,482036571,,,,"
"Mariusz Skobodzinski,482051391,H21,H,21,H"
"Albert Jarzabkowski,482050489,T53,T,53,T"
"Antoni Gromek,482030090,,,,"
"Marcin Bugdol,482032684,Q141,Q,141,Q"
"Przemyslaw Andziak,482030526,,,,"
"Bernd Leptin,482036263,T56,T,56,T"
"Sebastian Krajner,482031705,Q-1,Q,-1,Q"
"Tomasz Szyszka,482034692,T22,T,22,T"
"Marcin Piskala,482034241,,,,"
"Marcin Sawczyn,482035850,U99,U,99,U"
"Waldemar Cygert,482034839,Q52,Q,52,Q"
"Wlodzimierz Hass,482032636,,,,"
"Krzysztof Czerczak,482047769,,,,"
"Gustaw Suchanski,481991981,,,,"
"Mariusz Duszak,482051174,,,,"
"Henryk Kuczko,482031364,,,,"
"Adam Franczyk,481988715,U8,U,8,U"
"Konstanty Wojtas,482031146,Q22,Q,22,Q"
"Ernest Hoszek,481999980,Q92,Q,92,Q"
"Waldemar Skupniewicz,482031788,T6,T,6,T"
"Karol Witczak,482031600,,,,"
"Marcin Szwagierczak,482026350,,,,"
"Bogdan Ignatiuk,482019812,Q21,Q,21,Q"
"Arkadiusz Matlak,481988434,U1,U,1,U"
"Wiktor Baron,482028714,H10,H,10,H"
"Slawomir Trefon,482018403,,,,"
"Maciej Bakowski,482030710,,,,"
"Eugeniusz Dankowski,482051337,P0,P,0,P"
"Krzysztof Typek,482035995,,,,"
"Patrik Weclewski,482040639,,,,"
"Stefan Kordys,482027937,,,,"
"Dobrociech Gaik,482016218,H3,H,3,H"
"Maslaw Tarczewski,481984609,Q8,Q,8,Q"
"Andrzej Bauer,482025021,Q-1,Q,-1,Q"
"Jan Dziwinski,482036467,H58,H,58,H"
"Gustaw Wardzinski,482031931,U8,U,8,U"
"Zbigniew Jassem,481986788,H-1,H,-1,H"
"Krzysztof Czerwiec,482025076,,,,"
"Bogumil Dynek,482043950,Q38,Q,38,Q"
"Adam Pampuch,482033413,Q8,Q,8,Q"
"Tomasz Jozwik,481998500,Q109,Q,109,Q"
"Sebastian Rzysko,482038053,,,,"
"Kuba Prusicki,481985185,,,,"
"Marcin Skwark,482032292,T57,T,57,T"
"Kacper Parysek,482034113,,,,"
"Jacek Zytkowski,482036417,H8,H,8,H"
"Radoslaw Lingl,481991207,,,,"
"Bogdan Dziekanowski,482046111,,,,"
"Zygfryd Cislak,482042692,,,,"
"Kazimierz Bil,482024403,,,,"
"Boguslaw Trebinski,482026143,,,,"
"Jan Wolos,481986089,H11,H,11,H"
"Andrzej Tokarek,482043627,T70,T,70,T"
"Karol Hudyka,482038835,,,,"
"Piotr Kazanecki,481994721,,,,"
"Hubert Niedworok,481990187,,,,"
"Ludwik Wers,482029987,,,,"
"Celestyn Gumula,482033568,,,,"
"Eugeniusz Ochudlo,481984825,,,,"
"Leslaw Lubicz,482034919,,,,"
"Boguslaw Slupski,482034068,,,,"
"Stanislaw Kapiszka,482032739,,,,"
"Lucjan Brejwo,482020301,H6,H,6,H"
"Kiejstut Wernicki,481996884,,,,"
"Gracjan Zimnoch,482000854,T63,T,63,T"
"Donald Jastrun,481987527,T8,T,8,T"
"Boguslaw Sadoch,482011549,,,,"
"Piotr Hanke,481995331,P8,P,8,P"
"Marian Gajdecki,482016854,,,,"
"Krzysztof Kepczyk,482016166,Q8,Q,8,Q"
"Miroslaw Krawieczek,482028050,,,,"
"Stanislaw Fordon,482041804,,,,"
"Teodor Chmiel,481988924,,,,"
"Rajnard Wonaszek,482027720,Q24,Q,24,Q"
"Cezary Kolomanski,482051812,U25,U,25,U"
"Apoloniusz Majak,482051927,Q10,Q,10,Q"
"Cyryl Kuska,482020967,Q3,Q,3,Q"
"Adrian Haluszczak,482034289,,,,"
"Jacek Rokoszewski,481988008,,,,"
"Florian Plutecki,482031451,U3,U,3,U"
"Marcin Snioch,481995952,,,,"
"Andrzej Wodniak,481986870,,,,"
"Wieslaw Zarycki,482002322,,,,"
"Martyn Zurawiecki,481995008,,,,"
"Budzislaw Grajewski,482041134,,,,"
"Aleksander Syma,482043325,,,,"
"Krystian Flader,481987784,U11,U,11,U"
"Jacek Paszyn,482005500,,,,"
"Miroslaw Rybaczuk,482021936,,,,"
"Eugeniusz Chodyna,482047591,,,,"
"Damian Sciesinski,482042986,Q93,Q,93,Q"
"Wieslaw Firlik,482036027,,,,"
"Teobald Antoszczuk,482022765,,,,"
"Zdzislaw Zommer,482000930,,,,"
"Boleslaw Budziak,481996487,,,,"
"Maciej Smolak,482047935,H114,H,114,H"
"Michal Mlynarski,481998866,P7,P,7,P"
"Damian Komornik,482027877,,,,"
"Leszek Jedryszczak,482013829,Q32,Q,32,Q"
"Florian Plutecki,482031451,U3,U,3,U"
"Wieslaw Zarycki,482002322,,,,"
"Martyn Zurawiecki,481995008,,,,"
"Miroslaw Powinek,482052810,,,,"
"Boguchwal Czyzyk,482051878,T1,T,1,T"
"Maciej Grzywinski,481995809,,,,"
"Herman Brzazgon,481996806,,,,"
"Bazyli Ladocha,482044546,H49,H,49,H"
"Boleslaw Chlanda,482031254,H-1,H,-1,H"
"Dawid Naguszewski,482035533,T-1,T,-1,T"
"Robert Widecki,482036081,T-1,T,-1,T"
"Zygmunt Godek,482030639,,,,"
"Anton-Michael Honle,482035272,T127,T,127,T"
"Witold Tyszczuk,481988488,,,,"
"Marek Kiwak,482049999,P8,P,8,P"
"Dariusz Stawinski,482038154,S1,S,1,S"
"Marcin Ostrowski,482031639,,,,"
"Stanislaw Stawiarski,482039581,P1,P,1,P"
"Jerzy Calow,482040354,,,,"
"Jakub Wydro,482019979,Q8,Q,8,Q"
"Jacek Mucharski,482032219,,,,"
"Jaroslaw Bartuszek,482036820,,,,"
"Przemyslaw Kuzmin,482045449,P50,P,50,P"
"Anastazy Ciesla,481995777,H63,H,63,H"
"Fabian Marcin,482028098,,,,"
"Jerzy Dowbor,481984836,Q0,Q,0,Q"
"Leon Cisek,482036596,,,,"
"Tadeusz Alot,482023148,,,,"
"Leonard Marciniak,482035897,Q78,Q,78,Q"
"Mariusz Posacki,482030682,,,,"
"Jozef Szczucki,482040766,H88,H,88,H"
"Jerzy Cybruch,482017973,P10,P,10,P"
"Beniamin Bloch,482022796,,,,"
"Stanislaw Gadon,482045132,H43,H,43,H"
"Gniewomir Czmielewski,482049179,,,,"
"Fryderyk Chybicki,482000538,T118,T,118,T"
"Tadeusz Wiecek,482031127,U1,U,1,U"
"Borys Famula,482031187,Q35,Q,35,Q"
"Rafal Zurkowski,482019050,,,,"
"Jan Ulasiuk,481996428,,,,"
"Piotr Kornowski,482033871,,,,"
"Gerd Schiedek,482010271,P49,P,49,P"
"Przemyslaw Ozon,482003036,U25,U,25,U"
"Adrian Ciach,482030312,,,,"
"Tomasz Miaskiewicz,482034285,T-1,T,-1,T"
"Tyberiusz Mielniczuk,482038237,Q8,Q,8,Q"
"Czeslaw Toporek,482015083,H1,H,1,H"
"Tadeusz Jusinski,482008798,T6,T,6,T"
"Krzysztof Rzysko,482020726,U50,U,50,U"
"Romuald Swietoslawski,482035901,U17,U,17,U"
"Jerzy Midziak,482035102,U1,U,1,U"
"Wiktor Kubarek,482032697,U2,U,2,U"
"Witold Matla,481988448,,,,"
"Roman Wasag,482033546,Q43,Q,43,Q"
"Rafal Kielek,482034498,T52,T,52,T"
"Karol Malessa,482031204,H22,H,22,H"
"Artur Sankiewicz,482037235,,,,"
"Grzegorz Schulz,481996975,,,,"
"Marek Abram,482047977,Q106,Q,106,Q"
"Michal Ziemba,482040986,,,,"
"Adrian Hincza,482036783,,,,"
"Grzegorz Lasocha,482031984,P85,P,85,P"
"Zdzislaw Golaszewicz,482042069,,,,"
"Marek Szychulski,482000214,Q18,Q,18,Q"
"Ryszard Jakubiak,482031139,Q1,Q,1,Q"
"Jan Wenglorz,482035043,Q-1,Q,-1,Q"
"Boguslaw Roguski,482018003,,,,"
"Amadeusz Alabrudzinski,482033612,,,,"
"Jan Kamienski,481988430,,,,"
"Ryszard Relidzynski,481987001,T53,T,53,T"
"Bohdan Wojtasinski,481993823,Q1,Q,1,Q"
"Dariusz Rumniak,482028224,,,,"
"Boleslaw Jedynski,482003998,T0,T,0,T"
"Jacek Karasek,481987552,P1,P,1,P"
"Mscibor Baziak,482034935,,,,"
"Ihor Dmytrulin,482032844,,,,"
"Damian Wozniewski,481995327,Q-1,Q,-1,Q"
"Gabriel Krakowiak,481990416,H53,H,53,H"
"Jakub Polek,481988352,T1,T,1,T"
"Bonifacy Halama,482009442,,,,"
