"player,since,id,body,face,eyes,mouth,nose,hair,gentleness,aggressiveness,honesty,leadership"
"Maciej Jakalski,3,478230192,bd8,f2,e17c,m25c,n33,h8,sympatyczny,z charakterem,prawy,kiepski"
"Dominik Gancarz,1,478266657,bd3,f1,e14c,m18c,n24,h13,sympatyczny,zrównoważony,nieuczciwy,nędzny"
"Grzegorz Knowski,2,478242928,bd2,f8,e8b,m4b,n11,h6,kontrowersyjny,z charakterem,nieuczciwy,kiepski"
"Edmund Sliwiniak,0,478280410,bd3,f7,e34c,m32c,n15,h0,przyjemny,zrównoważony,nieuczciwy,zadowalający"
"Yustyn Makohon,2,478257721,bd9,f3,e4c,m29c,n22,h13,przyjemny,opanowany,prawy,fatalny"
"Walerian Bogusz,1,478274487,bd10,f9,e28c,m24c,n31,h0,sympatyczny,spokojny,podły,fatalny"
"Wojciech Florczak,1,478262612,bd12,f4,e27b,m28b,n29,h12,kontrowersyjny,opanowany,uczciwy,słaby"
"Witold Mejka,2,478241706,bd10,f6,e12b,m7b,n12,h8,kontrowersyjny,z charakterem,uczciwy,słaby"
"Jerzy Stelmaszczuk,0,478282013,bd12,f8,e25a,m9a,n33,h1,złośliwy,z charakterem,uczciwy,kiepski"
"Adam Kozuch,0,478279372,bd4,f9,e24c,m16c,n35,h9,przyjemny,porywczy,uczciwy,słaby"
"Henryk Sabuda,1,478262436,bd3,f1,e19b,m14b,n23,h5,kontrowersyjny,zrównoważony,prawy,fatalny"
"Marcin Zelazowski,1,478261515,bd12,f7,e34c,m37c,n33,h10,popularny,zrównoważony,uczciwy,kiepski"
"Bogdan Ptasznik,1,478261598,bd5,f2,e4a,m32a,n24,h5,złośliwy,zrównoważony,nieuczciwy,kiepski"
"Jaroslaw Nikolajuk,1,478262539,bd8,f7,e10a,m33a,n37,h5,złośliwy,opanowany,prawy,słaby"
"Jacek Lysien,2,478252636,bd2,f9,e30c,m30c,n12,h14,przyjemny,zrównoważony,uczciwy,kiepski"
"Przemyslaw Matlok,2,478246490,bd12,f9,e33c,m7c,n28,h5,przyjemny,z charakterem,prawy,zadowalający"
"Edmund Flejszar,1,478265471,bd1,f6,e9c,m38c,n11,h4,przyjemny,zrównoważony,uczciwy,zadowalający"
"Mariusz Francuz,3,478229577,bd2,f8,e30b,m5b,n12,h3,kontrowersyjny,z charakterem,uczciwy,kiepski"
"Yakiv Sakwa,1,478271156,bd12,f8,e14c,m9c,n28,h15,przyjemny,zrównoważony,uczciwy,przeciętny"
"Egon Wojnarowicz,0,478298219,bd11,f5,e33c,m2c,n32,h0,przyjemny,porywczy,nieuczciwy,nędzny"
"Ireneusz Sypniewski,1,478265936,bd10,f1,e22c,m13c,n24,h1,przyjemny,opanowany,nieuczciwy,nędzny"
"Czarek Liss,1,478260687,bd1,f1,e27c,m30c,n26,h14,przyjemny,porywczy,nieuczciwy,nędzny"
"Kuba Gola,1,478268699,bd6,f7,e26c,m40c,n40,h10,sympatyczny,opanowany,prawy,kiepski"
"Wieslaw Schiller,0,478281291,bd8,f2,e7a,m27a,n26,h13,złośliwy,z charakterem,nieuczciwy,słaby"
"Czeslaw Nieszporek,2,478243313,bd11,f1,e25c,m36c,n16,h4,przyjemny,z charakterem,uczciwy,słaby"
"Patryk Stypczynski,3,478229294,bd4,f3,e28c,m10c,n17,h15,sympatyczny,opanowany,uczciwy,solidny"
"Otto Groth,1,478273986,bd7,f8,e22c,m31c,n10,h13,przyjemny,z charakterem,prawy,przeciętny"
"Bartlomiej Kolakowski,2,478245551,bd2,f2,e7c,m19c,n26,h12,sympatyczny,opanowany,uczciwy,przeciętny"
"Filip Krzyzanowski,1,478260975,bd2,f7,e28b,m38b,n40,h15,kontrowersyjny,porywczy,uczciwy,przeciętny"
"Kajetan Niedzwiedzki,2,478257726,bd5,f9,e29c,m27c,n10,h6,sympatyczny,spokojny,uczciwy,kiepski"
"Szymon Slocki,1,478263501,bd12,f9,e28a,m14a,n16,h1,złośliwy,opanowany,nieuczciwy,kiepski"
"Filip Warnecki,1,478273594,bd7,f2,e20c,m14c,n26,h0,przyjemny,spokojny,uczciwy,kiepski"
"Artur Boczula,0,478279444,bd8,f4,e28c,m30c,n22,h13,sympatyczny,z charakterem,nieuczciwy,kiepski"
"Dawid Cudny,1,478261560,bd9,f9,e24c,m29c,n11,h10,sympatyczny,zrównoważony,nieuczciwy,słaby"
"Pawel Romatowski,1,478265365,bd7,f6,e3a,m3a,n19,h3,złośliwy,opanowany,uczciwy,zadowalający"
"Krzysztof Dobrosielski,1,478263635,bd4,f7,e32c,m38c,n37,h2,popularny,spokojny,szlachetny,zadowalający"
"Arkady Czyzowski,0,478281402,bd4,f2,e5c,m3c,n26,h15,przyjemny,zrównoważony,podły,kiepski"
"Wojciech Ziomek,0,478298175,bd3,f7,e7c,m39c,n36,h1,przyjemny,spokojny,szlachetny,przeciętny"
"Jozef Budnikowski,1,478261391,bd12,f7,e35b,m35b,n15,h2,kontrowersyjny,spokojny,uczciwy,kiepski"
"Andrzej Slifirski,0,478284630,bd8,f7,e14b,m32b,n28,h14,kontrowersyjny,zrównoważony,uczciwy,przeciętny"
"Albert Manuszak,1,478263925,bd5,f1,e18c,m30c,n5,h6,sympatyczny,zrównoważony,uczciwy,przeciętny"
"Arkadiusz Klon,0,478279574,bd12,f7,e10c,m32c,n36,h14,przyjemny,zrównoważony,uczciwy,nędzny"
"Kazimierz Sola,4,478226739,bd2,f4,e22c,m24c,n25,h11,sympatyczny,zrównoważony,uczciwy,kiepski"
"Lukasz Jachym,4,478226964,bd2,f1,e26c,m38c,n22,h7,przyjemny,z charakterem,uczciwy,słaby"
"Albert Zukowicz,3,478233703,bd4,f2,e6c,m21c,n28,h14,przyjemny,zrównoważony,uczciwy,kiepski"
"Maurycy Wybraniec,3,478229654,bd11,f3,e24c,m5c,n15,h3,sympatyczny,z charakterem,nieuczciwy,kiepski"
"Mieczyslaw Mastalski,2,478237418,bd7,f9,e32a,m5a,n28,h1,złośliwy,z charakterem,nieuczciwy,słaby"
"Jacek Kietlinski,1,478268606,bd11,f4,e21c,m34c,n11,h10,przyjemny,spokojny,uczciwy,przeciętny"
"Markus Kirch-Sertl,3,478230271,bd9,f5,e27c,m11c,n16,h14,sympatyczny,porywczy,prawy,słaby"
"Tomasz Ufa,3,478230675,bd3,f7,e16c,m38c,n39,h3,przyjemny,zrównoważony,nieuczciwy,kiepski"
"Artur Pierzgalski,2,478250403,bd7,f9,e30c,m2c,n13,h0,sympatyczny,opanowany,uczciwy,kiepski"
"Seweryn Grajko,0,478276410,bd9,f5,e31c,m13c,n37,h0,przyjemny,opanowany,prawy,kiepski"
"Pawel Flisowski,0,478277430,bd12,f4,e30a,m4a,n22,h15,złośliwy,opanowany,nieuczciwy,kiepski"
"Msciwoj Rogalski,1,478266311,bd12,f9,e30c,m8c,n17,h4,przyjemny,zrównoważony,prawy,przeciętny"
"Maksymilian Zerek,1,478260021,bd2,f7,e10c,m13c,n32,h14,sympatyczny,z charakterem,podły,zadowalający"
"Sulibor Grylak,1,478272582,bd11,f9,e36c,m30c,n24,h14,przyjemny,zrównoważony,uczciwy,przeciętny"
"Mieczyslaw Osmanski,2,478257503,bd6,f4,e21c,m12c,n20,h0,przyjemny,spokojny,uczciwy,nędzny"
"Boguslaw Tloczek,1,478270676,bd3,f8,e9c,m23c,n13,h1,sympatyczny,porywczy,uczciwy,zadowalający"
"Benedykt Kurek,0,478283173,bd6,f2,e28c,m8c,n29,h8,sympatyczny,z charakterem,uczciwy,słaby"
"Jan Tuliszka,1,478275512,bd9,f7,e24a,m35c,n28,h12,kontrowersyjny,z charakterem,podły,słaby"
"Gawel Wdowicz,1,478262048,bd11,f3,e5b,m4b,n12,h3,kontrowersyjny,zrównoważony,nieuczciwy,kiepski"
"Miroslaw Drobniewski,2,478254374,bd7,f5,e3c,m5c,n24,h6,sympatyczny,opanowany,uczciwy,zadowalający"
"Joachim Dziadak,1,478261911,bd1,f7,e10c,m37c,n36,h12,przyjemny,opanowany,prawy,przeciętny"
"Leslaw Kordowski,1,478266662,bd10,f3,e34c,m2c,n28,h10,przyjemny,zrównoważony,uczciwy,słaby"
"Cyryl Gardynik,0,478298289,bd7,f4,e13b,m12b,n18,h13,kontrowersyjny,porywczy,prawy,kiepski"
"Ignacy Duszek,3,478234682,bd10,f2,e9c,m35c,n22,h6,przyjemny,opanowany,uczciwy,nędzny"
"Bronislaw Mstowski,1,478262684,bd1,f2,e25c,m37c,n9,h2,przyjemny,z charakterem,prawy,zadowalający"
"Antoni Raniszewski,3,478229468,bd10,f7,e26b,m30b,n28,h4,kontrowersyjny,zrównoważony,uczciwy,przeciętny"
"Albert Matejuk,1,478225393,bd4,f8,e35c,m27c,n20,h1,sympatyczny,z charakterem,prawy,kiepski"
"Jozef Zdanowski,2,478257763,bd1,f6,e34c,m14c,n19,h10,przyjemny,spokojny,nieuczciwy,kiepski"
"Ferdynand Fedko,1,478274836,bd8,f8,e29c,m29c,n32,h4,przyjemny,z charakterem,prawy,słaby"
"Jedrzej Chilicki,4,478225266,bd8,f3,e24c,m22c,n16,h6,przyjemny,porywczy,uczciwy,przeciętny"
"Jacek Wojcias,2,478247321,bd7,f8,e12c,m7c,n12,h10,sympatyczny,spokojny,uczciwy,zadowalający"
"Marcin Niesyto,1,478264130,bd8,f2,e12c,m14c,n28,h10,sympatyczny,opanowany,prawy,solidny"
"Gniewomir Chlebosz,4,478225684,bd11,f1,e1c,m6c,n21,h14,przyjemny,opanowany,nieuczciwy,nędzny"
"Adam Thiel,0,478280684,bd10,f4,e21c,m36c,n16,h4,przyjemny,zrównoważony,uczciwy,przeciętny"
"Piotr Mazan,3,478229847,bd12,f2,e1b,m20b,n35,h14,kontrowersyjny,z charakterem,nieuczciwy,słaby"
"Julian Glowczyk,3,478230351,bd3,f7,e26c,m32c,n38,h10,popularny,opanowany,uczciwy,nędzny"
"Kleofas Ilnicki,1,478264182,bd1,f5,e24b,m14b,n29,h8,kontrowersyjny,z charakterem,nieuczciwy,słaby"
"Rafal Kafka,1,478265554,bd8,f1,e20c,m3c,n20,h4,sympatyczny,spokojny,uczciwy,przeciętny"
"Wlodzimierz Tyszka,0,478279117,bd12,f6,e25c,m8c,n19,h1,popularny,zrównoważony,podły,słaby"
"Lukasz Niedzwiedzki,3,478235556,bd9,f2,e23c,m37c,n11,h6,przyjemny,porywczy,nieuczciwy,nędzny"
"Szymon Sierzputowski,0,478281695,bd5,f5,e30c,m33c,n32,h8,przyjemny,opanowany,uczciwy,przeciętny"
"Gustaw Mysliwiec,3,478233909,bd3,f3,e34c,m22c,n25,h13,przyjemny,opanowany,uczciwy,słaby"
"Feliks Kazik,0,478281324,bd4,f9,e33c,m8c,n15,h3,przyjemny,spokojny,uczciwy,słaby"
"Remigiusz Kropornicki,0,478280151,bd4,f1,e28c,m3c,n22,h12,przyjemny,zrównoważony,uczciwy,słaby"
"Piotr Firek,3,478234623,bd12,f7,e36b,m38b,n39,h1,kontrowersyjny,opanowany,prawy,zadowalający"
"Kazimierz Kozikowski,0,478288322,bd9,f2,e23b,m13b,n31,h1,kontrowersyjny,spokojny,uczciwy,słaby"
"Grzegorz Szaflarski,1,478267585,bd7,f1,e11c,m2c,n15,h8,sympatyczny,porywczy,nieuczciwy,słaby"
"Stanislaw Kazubski,2,478244500,bd8,f4,e27b,m8b,n16,h2,kontrowersyjny,zrównoważony,uczciwy,słaby"
"Wojciech Siarkowski,2,478249126,bd7,f4,e36b,m19b,n29,h8,kontrowersyjny,z charakterem,szlachetny,słaby"
"Sebastian Niton,1,478266072,bd9,f2,e3c,m20c,n13,h0,sympatyczny,porywczy,podły,nędzny"
"Lutomir Piekielniak,1,478262499,bd9,f3,e29b,m5b,n31,h0,kontrowersyjny,zrównoważony,prawy,kiepski"
"Radomir Kosler,2,478246688,bd7,f9,e28a,m33a,n31,h10,złośliwy,zrównoważony,nieuczciwy,słaby"
"Zdzislaw Zaniuk,1,478263184,bd3,f1,e2c,m38c,n15,h1,sympatyczny,opanowany,szlachetny,kiepski"
"Walenty Borek,1,478261003,bd5,f4,e28c,m35c,n27,h1,przyjemny,spokojny,uczciwy,zadowalający"
"Robert Gumny,1,478263876,bd9,f7,e23b,m31b,n15,h1,kontrowersyjny,porywczy,uczciwy,przeciętny"
"Stanislaw Zywczyk,1,478260925,bd2,f6,e30c,m24c,n8,h2,popularny,opanowany,prawy,przeciętny"
"Marek Bester,0,478289794,bd12,f7,e3c,m35c,n15,h1,przyjemny,zrównoważony,nieuczciwy,kiepski"
"Rafal Ciurzynski,1,478262940,bd3,f5,e24c,m7c,n25,h14,przyjemny,z charakterem,uczciwy,fatalny"
"Herman Truminski,1,478267198,bd6,f7,e27c,m39c,n39,h13,sympatyczny,z charakterem,uczciwy,fatalny"
"Tyberiusz Milc,1,478259629,bd5,f7,e12c,m30c,n36,h3,sympatyczny,z charakterem,uczciwy,słaby"
"Maciej Kubis,3,478231209,bd4,f9,e35c,m2c,n17,h13,przyjemny,zrównoważony,prawy,przeciętny"
"Janusz Szulkowski,1,478263053,bd6,f9,e36c,m23c,n9,h2,sympatyczny,z charakterem,nieuczciwy,kiepski"
"Jakub Grabarz,2,478245785,bd10,f9,e10c,m30c,n10,h7,przyjemny,z charakterem,prawy,nędzny"
"Piotr Olichwer,0,478283113,bd9,f3,e3c,m30c,n15,h10,przyjemny,zrównoważony,uczciwy,kiepski"
"Ireneusz Gajcy,1,478271787,bd9,f7,e25c,m30c,n39,h13,przyjemny,porywczy,uczciwy,zadowalający"
"Ariel Boguslaw,1,478261272,bd12,f4,e22c,m35c,n15,h5,przyjemny,zrównoważony,nieuczciwy,kiepski"
"Bogdan Swidurski,0,478280907,bd3,f2,e16c,m38c,n23,h0,sympatyczny,spokojny,uczciwy,zadowalający"
"Marian Ignatiuk,1,478259869,bd11,f2,e17b,m28b,n22,h1,kontrowersyjny,opanowany,uczciwy,słaby"
"Liuboslav Mishchenko,1,478265417,bd3,f2,e1c,m25c,n31,h3,przyjemny,opanowany,uczciwy,nędzny"
"Roman Goman,2,478258548,bd2,f4,e21c,m10c,n18,h4,sympatyczny,zrównoważony,nieuczciwy,słaby"
"Rafal Beres,3,478233354,bd9,f4,e29c,m21c,n27,h0,przyjemny,opanowany,uczciwy,słaby"
"Zenon Majkowski,3,478235293,bd9,f4,e13b,m35b,n36,h8,kontrowersyjny,spokojny,uczciwy,kiepski"
"Gniewosz Tkachuk,1,478259730,bd2,f9,e33c,m13c,n15,h3,sympatyczny,zrównoważony,nieuczciwy,fatalny"
"Mieczyslaw Kolczynski,1,478271734,bd7,f1,e18c,m7c,n18,h12,przyjemny,zrównoważony,prawy,przeciętny"
"Konrad Zarzyka,0,478281193,bd7,f4,e21c,m27c,n22,h10,przyjemny,zrównoważony,prawy,słaby"
"Dariusz Hermann,1,478261164,bd1,f2,e4b,m26b,n28,h3,kontrowersyjny,zrównoważony,uczciwy,słaby"
"Hubert Fedor,1,478261026,bd4,f4,e25c,m10c,n35,h4,przyjemny,porywczy,szlachetny,kiepski"
"Marek Adamowicz,0,478279772,bd6,f2,e15c,m28c,n26,h4,przyjemny,zrównoważony,podły,zadowalający"
"Lucjan Serafeidis,1,478259265,bd6,f3,e27a,m28c,n21,h1,kontrowersyjny,z charakterem,podły,słaby"
"Jerzy Bazant,1,478262815,bd7,f4,e26c,m21c,n3,h4,sympatyczny,opanowany,szlachetny,fatalny"
"Bogdan Bilek,3,478234894,bd5,f8,e35c,m32c,n33,h4,sympatyczny,zrównoważony,uczciwy,zadowalający"
"Artur Gos,1,478271596,bd10,f7,e30b,m14b,n32,h2,kontrowersyjny,opanowany,nieuczciwy,nędzny"
"Damian Grabkowski,3,478232538,bd12,f6,e16c,m25c,n15,h5,przyjemny,z charakterem,uczciwy,kiepski"
"Slawomir Glen,1,478273296,bd1,f5,e28b,m21b,n25,h15,kontrowersyjny,z charakterem,nieuczciwy,przeciętny"
"Karol Sech,3,478229891,bd6,f6,e16c,m35c,n30,h1,popularny,z charakterem,uczciwy,zadowalający"
"Damian Racki,3,478232582,bd12,f3,e23c,m26c,n12,h1,sympatyczny,z charakterem,podły,kiepski"
"Krzysztof Kosciow,1,478267215,bd11,f3,e34c,m27c,n15,h14,przyjemny,porywczy,prawy,słaby"
"Piotr Kozminski,1,478274818,bd7,f2,e4a,m20a,n13,h5,złośliwy,zrównoważony,uczciwy,kiepski"
"Kazimierz Zimmermann,1,478261822,bd5,f8,e22c,m23c,n4,h12,przyjemny,zrównoważony,prawy,słaby"
"Edward Pankowski,0,478232846,bd9,f4,e29c,m28c,n11,h2,przyjemny,opanowany,uczciwy,słaby"
"Boguslaw Potas,2,478240344,bd9,f4,e13c,m21c,n26,h5,przyjemny,z charakterem,prawy,słaby"
"Ksawery Wenta,1,478263395,bd5,f4,e3c,m5c,n12,h10,sympatyczny,opanowany,nieuczciwy,fatalny"
"Radociech Szewczyk,3,478229083,bd2,f3,e27a,m1a,n27,h3,złośliwy,opanowany,uczciwy,zadowalający"
"Rafal Pijewski,0,478280257,bd8,f7,e29b,m40b,n33,h15,kontrowersyjny,z charakterem,uczciwy,kiepski"
"Zygfryd Stoczkowski,2,478258472,bd4,f7,e12c,m33c,n35,h2,sympatyczny,opanowany,uczciwy,kiepski"
"Jerzy Pieczynski,1,478266233,bd5,f1,e3c,m3c,n25,h4,przyjemny,z charakterem,nieuczciwy,fatalny"
"Marcel Abramek,3,478228742,bd4,f4,e13c,m9c,n16,h4,przyjemny,spokojny,uczciwy,fatalny"
"Gotz Blunder,2,478256387,bd7,f5,e34c,m11c,n19,h2,sympatyczny,zrównoważony,prawy,przeciętny"
"Leslaw Walus,1,478267845,bd5,f8,e17b,m29b,n20,h2,kontrowersyjny,spokojny,uczciwy,nędzny"
"Andrzej Kryszpin,3,478231760,bd6,f8,e36c,m32c,n30,h0,przyjemny,zrównoważony,uczciwy,kiepski"
"Waldemar Grochowiecki,3,478233570,bd12,f1,e22c,m5c,n8,h5,sympatyczny,zrównoważony,uczciwy,słaby"
"Konrad Pardyka,1,478272074,bd12,f5,e30a,m21a,n9,h15,złośliwy,zrównoważony,prawy,przeciętny"
"Slawomir Rzychon,0,478286818,bd9,f6,e36c,m16c,n22,h1,przyjemny,z charakterem,uczciwy,kiepski"
"Czeslaw Sieradz,0,478286921,bd12,f4,e13c,m10c,n17,h10,sympatyczny,opanowany,uczciwy,słaby"
"Tadeusz Czuprynski,2,478238051,bd10,f3,e34c,m10c,n13,h6,przyjemny,zrównoważony,prawy,przeciętny"
"Norbert Huzarewicz,3,478234801,bd12,f1,e27c,m17c,n21,h15,sympatyczny,zrównoważony,uczciwy,słaby"
"Daniel Guszpit,1,478273531,bd1,f3,e29c,m19c,n27,h8,sympatyczny,opanowany,prawy,solidny"
"Czeslaw Slupianek,0,478279911,bd4,f1,e28c,m24c,n14,h8,przyjemny,opanowany,nieuczciwy,przeciętny"
"Teofil Kiecka,0,478288406,bd7,f5,e27a,m21a,n28,h14,złośliwy,opanowany,prawy,nędzny"
"Bogdan Wyskwar,1,478261552,bd12,f9,e24b,m7b,n24,h3,kontrowersyjny,zrównoważony,prawy,nędzny"
"Robert Szyperek,1,478274592,bd12,f8,e14c,m9c,n15,h8,popularny,opanowany,nieuczciwy,słaby"
"Rafal Kawaler,1,478274454,bd7,f5,e26a,m28a,n9,h1,złośliwy,zrównoważony,uczciwy,kiepski"
"Patryk Pokraka,2,478253384,bd10,f6,e8c,m29c,n5,h0,sympatyczny,spokojny,uczciwy,nędzny"
"Wlodzimierz Cieliczka,1,478265656,bd6,f7,e35b,m30b,n32,h14,kontrowersyjny,porywczy,uczciwy,kiepski"
"Kastor Dworaczek,1,478274823,bd7,f6,e8b,m16b,n10,h5,kontrowersyjny,opanowany,uczciwy,słaby"
"Kajetan Soltyszewski,1,478269497,bd3,f8,e35a,m29a,n17,h13,złośliwy,porywczy,prawy,kiepski"
"Gabriel Kosielski,2,478250532,bd3,f7,e26b,m33b,n35,h5,kontrowersyjny,zrównoważony,nieuczciwy,solidny"
"Atanazy Wojtachnio,2,478241404,bd3,f8,e16c,m29c,n24,h5,przyjemny,spokojny,uczciwy,słaby"
"Radoslaw Szczerbak,1,478264703,bd11,f8,e21c,m5c,n13,h2,popularny,zrównoważony,uczciwy,przeciętny"
"Alojzy Rachwalik,0,478278692,bd4,f3,e13b,m16b,n20,h12,kontrowersyjny,z charakterem,prawy,przeciętny"
"Tadeusz Filipak,2,478249827,bd6,f2,e24b,m26b,n19,h5,kontrowersyjny,z charakterem,uczciwy,słaby"
"August Mscichowski,1,478275232,bd10,f3,e29c,m22c,n12,h10,przyjemny,opanowany,uczciwy,zadowalający"
"Korneliusz Gmurczyk,1,478275777,bd6,f7,e7c,m33c,n36,h7,popularny,opanowany,prawy,nędzny"
"Radoslaw Kamuda,2,478256744,bd12,f7,e7c,m37c,n33,h15,sympatyczny,opanowany,uczciwy,przeciętny"
"Miroslaw Lesniak,3,478230760,bd7,f5,e28b,m13b,n39,h5,kontrowersyjny,porywczy,uczciwy,słaby"
"Przemyslaw Kamyszek,2,478254429,bd9,f3,e10c,m32c,n17,h1,przyjemny,zrównoważony,uczciwy,słaby"
"Wojciech Podniesinski,3,478232590,bd3,f9,e31c,m34c,n26,h12,popularny,opanowany,uczciwy,nędzny"
"Przemyslaw Micorek,1,478265932,bd5,f1,e13c,m7c,n15,h4,sympatyczny,spokojny,prawy,słaby"
"Klaudiusz Jastrzebski,0,478276467,bd1,f5,e13c,m30c,n28,h3,sympatyczny,spokojny,prawy,przeciętny"
"Jerzy Babecki,1,478266447,bd11,f6,e29c,m11c,n3,h2,przyjemny,zrównoważony,uczciwy,kiepski"
"Bronislaw Wanad,3,478233899,bd2,f1,e23c,m4c,n4,h12,przyjemny,z charakterem,nieuczciwy,słaby"
"Dawid Mlodzik,1,478264419,bd1,f9,e29c,m9c,n31,h2,przyjemny,z charakterem,nieuczciwy,przeciętny"
"Pawel Polap,1,478262588,bd2,f2,e5b,m8b,n13,h13,kontrowersyjny,z charakterem,uczciwy,słaby"
"Maciej Bechta,1,478262108,bd11,f5,e13c,m35c,n4,h8,sympatyczny,opanowany,uczciwy,słaby"
"Jan Hrycyna,0,478279387,bd5,f9,e29c,m4c,n20,h1,popularny,zrównoważony,prawy,przeciętny"
"Bernard Derenda,2,478258056,bd10,f8,e30c,m13c,n11,h6,przyjemny,opanowany,nieuczciwy,słaby"
"Lutomysl Pezda,1,478259445,bd7,f8,e29b,m19b,n25,h8,kontrowersyjny,z charakterem,uczciwy,kiepski"
"Norbert Cielecki,1,478258825,bd4,f9,e33c,m9c,n17,h10,przyjemny,zrównoważony,uczciwy,nędzny"
"Jerzy Ceberek,1,478266045,bd1,f4,e27c,m28c,n9,h13,przyjemny,z charakterem,prawy,kiepski"
"Slawomir Kordos,2,478249496,bd12,f2,e24c,m9c,n22,h13,przyjemny,opanowany,prawy,słaby"
"Boguslaw Jaskula,0,478284637,bd8,f3,e24c,m34c,n11,h8,przyjemny,zrównoważony,uczciwy,nędzny"
"Bohdan Biniszewski,2,478257688,bd9,f2,e22c,m25c,n12,h0,przyjemny,z charakterem,nieuczciwy,przeciętny"
"Rajmund Woszczyna,1,478268267,bd6,f5,e3c,m27c,n27,h6,popularny,porywczy,nieuczciwy,przeciętny"
"Tomasz Brzyszcz,3,478228862,bd7,f5,e35c,m28c,n10,h2,sympatyczny,opanowany,prawy,solidny"
"Andrzej Szlacheta,1,478272028,bd1,f3,e34c,m39c,n15,h13,sympatyczny,opanowany,uczciwy,słaby"
"Arkadiusz Hildebrandt,0,478286610,bd9,f4,e22c,m8c,n24,h1,przyjemny,zrównoważony,nieuczciwy,przeciętny"
"Karol Irla,1,478262314,bd3,f3,e24c,m26c,n10,h4,przyjemny,opanowany,nieuczciwy,przeciętny"
"Sebastian Jocz,1,478264601,bd9,f4,e29b,m21b,n4,h2,kontrowersyjny,zrównoważony,nieuczciwy,przeciętny"
"Stefan Kondrat,1,478274571,bd7,f5,e23a,m33a,n25,h10,złośliwy,zrównoważony,nieuczciwy,kiepski"
"Artemii Lapko,1,478272333,bd12,f9,e34b,m8b,n13,h11,kontrowersyjny,zrównoważony,uczciwy,przeciętny"
"Radoslaw Kartasinski,1,478272189,bd7,f5,e7c,m36c,n9,h2,sympatyczny,opanowany,uczciwy,zadowalający"
"Roman Molczyk,1,478264053,bd11,f1,e18c,m30c,n18,h11,popularny,zrównoważony,uczciwy,zadowalający"
"Wladyslaw Krzewski,1,478262045,bd11,f3,e34c,m38c,n21,h3,popularny,opanowany,podły,nędzny"
"Waldemar Krokos,2,478252535,bd3,f6,e25c,m29c,n29,h10,przyjemny,opanowany,prawy,słaby"
"Ryszard Trznadel,1,478271009,bd6,f9,e10c,m14c,n32,h2,sympatyczny,opanowany,uczciwy,przeciętny"
"Dariusz Jemiolo,4,478225270,bd12,f1,e22b,m6b,n6,h8,kontrowersyjny,opanowany,nieuczciwy,zadowalający"
"Marek Maraszkiewicz,3,478228962,bd4,f1,e8c,m20c,n7,h14,przyjemny,zrównoważony,prawy,kiepski"
"Korneliusz Gazdecki,1,478272479,bd6,f2,e15c,m20c,n24,h8,sympatyczny,zrównoważony,szlachetny,słaby"
"Antek Sekula,1,478269385,bd1,f3,e4a,m38a,n9,h10,złośliwy,zrównoważony,prawy,słaby"
"Stanislaw Majrowski,1,478270681,bd3,f7,e12c,m35c,n28,h0,przyjemny,zrównoważony,szlachetny,nędzny"
"Piotr Slodkowski,2,478255973,bd8,f9,e24c,m33c,n21,h13,sympatyczny,z charakterem,nieuczciwy,solidny"
"Julian Klicki,0,478280224,bd7,f8,e23c,m23c,n1,h10,popularny,zrównoważony,podły,zadowalający"
"Stefan Buzuk,1,478275306,bd8,f4,e26c,m27c,n15,h5,przyjemny,z charakterem,prawy,nędzny"
"Manfred Zmij,2,478245949,bd7,f5,e24c,m27c,n9,h8,sympatyczny,opanowany,nieuczciwy,solidny"
"Jan Krupa,0,478279656,bd3,f8,e35b,m27b,n26,h3,kontrowersyjny,spokojny,uczciwy,przeciętny"
"Mateusz Matczuk,0,478283312,bd5,f1,e12b,m8b,n2,h12,kontrowersyjny,z charakterem,prawy,fatalny"
"Roman Idzikowski,1,478264906,bd6,f4,e30a,m3a,n15,h5,złośliwy,z charakterem,uczciwy,słaby"
"Filip Stola,1,478261461,bd9,f2,e24b,m13b,n26,h13,kontrowersyjny,z charakterem,uczciwy,nędzny"
"Pawel Chyzynski,1,478265337,bd5,f3,e26c,m19c,n15,h8,przyjemny,z charakterem,prawy,przeciętny"
"Alfred Wrozyna,4,478225887,bd8,f8,e28c,m35c,n23,h14,przyjemny,zrównoważony,prawy,kiepski"
"Benedykt Paskiewicz,1,478273983,bd5,f9,e36c,m27c,n35,h12,przyjemny,opanowany,nieuczciwy,nędzny"
"Emilian Koryczan,1,478264297,bd5,f7,e26c,m33c,n37,h10,przyjemny,opanowany,uczciwy,słaby"
"Dominik Walkuski,2,478257405,bd2,f4,e32c,m19c,n29,h4,sympatyczny,opanowany,uczciwy,solidny"
"Borys Balmas,3,478227487,bd7,f9,e33c,m5c,n21,h6,sympatyczny,z charakterem,uczciwy,nędzny"
"Pawel Samiilenko,1,478266588,bd9,f8,e17c,m34c,n13,h2,przyjemny,z charakterem,nieuczciwy,fatalny"
"Lutomysl Ludwikowski,0,478232837,bd3,f7,e10c,m31c,n39,h0,sympatyczny,porywczy,prawy,przeciętny"
"Janusz Andraka,2,478257575,bd1,f1,e11c,m9c,n16,h2,przyjemny,zrównoważony,uczciwy,kiepski"
"Gabriel Leppert,4,478226779,bd8,f7,e28c,m39c,n35,h9,sympatyczny,zrównoważony,uczciwy,kiepski"
